Company Name,Structure,Type,Technical,Safety,Environmental,Societal,Cost,Weight,Size,Diameter,Length ,Metal,Plastic,Concrete,Residues,Position,Decision
ConocoPhillips (U.K.) Limited,Victor JD Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,752,,,,Yes,No,No,None,Surface,Full Removal
Perenco UK Limited,Tyne Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,738,,,,Yes,No,No,None,Surface,Full Removal
Repsol Sinopec North Sea Limited,Beatrice AD Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,7723,,,,Yes,No,No,None,Surface,Full Removal
Repsol Sinopec North Sea Limited,Beatrice Bridge Linke AP to AD,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,221,,,,Yes,No,No,None,Surface,Full Removal
Repsol Sinopec North Sea Limited,Beatrice AP Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,7680,,,,Yes,No,No,None,Surface,Full Removal
Repsol Sinopec North Sea Limited,Beatrice Bravo Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,5743,,,,Yes,No,No,None,Surface,Full Removal
Repsol Sinopec North Sea Limited,Beatrice Charlie Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,406,,,,Yes,No,No,None,Surface,Full Removal
Repsol Sinopec North Sea Limited,Wind Turbine Alpha Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,651,,,,Yes,No,No,None,Surface,Full Removal
Repsol Sinopec North Sea Limited,Wind Turbine Bravo Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,651,,,,Yes,No,No,None,Surface,Full Removal
Ithaca Energy (UK) Limited,Jacky Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,663,,,,Yes,No,No,None,Surface,Full Removal
Marathon Oil UK LLC,Brae Bravo Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,35000,,,,Yes,No,No,None,Surface,Full Removal
Marathon Oil UK LLC,Brae Bravo Flare Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,1200,,,,Yes,No,No,None,Surface,Full Removal
Shell U.K. Limited,Brent Alpha Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,16000,137862,,,Yes,No,No,None,Surface,Full Removal
Shell U.K. Limited,Brent Bravo Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,24100,141036,,,Yes,No,No,None,Surface,Full Removal
Shell U.K. Limited,Brent Charlie Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,31000,223440,,,Yes,No,No,None,Surface,Full Removal
Spirit Energy North Sea Limited,Audrey WD Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,1276,,,,Yes,No,No,None,Surface,Full Removal
Spirit Energy North Sea Limited,Audrey XW Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,1298,,,,Yes,No,No,None,Surface,Full Removal
Spirit Energy North Sea Limited,ST-1 Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,1299,,,,Yes,No,No,None,Surface,Full Removal
Shell U.K. Limited,Leman BH Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,1039,,,,Yes,No,No,None,Surface,Full Removal
ConocoPhillips (U.K.) Limited,Viking CD Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,172,,,,Yes,No,No,None,Surface,Full Removal
ConocoPhillips (U.K.) Limited,Viking DD Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,171,,,,Yes,No,No,None,Surface,Full Removal
ConocoPhillips (U.K.) Limited,Viking ED Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,409,,,,Yes,No,No,None,Surface,Full Removal
ConocoPhillips (U.K.) Limited,Viking GD Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,164,,,,Yes,No,No,None,Surface,Full Removal
ConocoPhillips (U.K.) Limited,Viking HD Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,164,,,,Yes,No,No,None,Surface,Full Removal
Tullow Oil SK Limited,Horne & Wren Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,90,,,,Yes,No,No,None,Surface,Full Removal
Perenco UK Limited,Thames AP Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,6488,,,,Yes,No,No,None,Surface,Full Removal
Perenco UK Limited,Thames AW Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,2035,,,,Yes,No,No,None,Surface,Full Removal
Perenco UK Limited,Thames AR Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,406,,,,Yes,No,No,None,Surface,Full Removal
Shell U.K. Limited,Brent Delta Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,24200,148896,,,Yes,No,No,None,Surface,Full Removal
CNR International (U.K.) Limited,Murchison Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,24584,,,,Yes,No,No,None,Surface,Full Removal
BP Exploration (Alpha) Limited,Miller Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,28732,,,,Yes,No,No,None,Surface,Full Removal
Shell U.K. Limited,Juliet D Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,2345,,,,Yes,No,No,None,Surface,Full Removal
Shell U.K. Limited,Juliet P Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,655,,,,Yes,No,No,None,Surface,Full Removal
Shell U.K. Limited,Kilo Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,2818,,,,Yes,No,No,None,Surface,Full Removal
Shell U.K. Limited,Lima Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,1448,,,,Yes,No,No,None,Surface,Full Removal
Shell U.K. Limited,Mike Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,522,,,,Yes,No,No,None,Surface,Full Removal
Shell U.K. Limited,November Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,495,,,,Yes,No,No,None,Surface,Full Removal
BP Exploration (Alpha) Limited,North-West Hutton Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,20000,,,,Yes,No,No,None,Surface,Full Removal
RockRose UKCS8 LLC,East Brae Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,20000,,,,Yes,No,No,None,Surface,Full Removal
Marathon Oil UK LLC,Brae Alpha Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,30200,,,,Yes,No,No,None,Surface,Full Removal
Marathon Oil UK LLC,Brae Bravo Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,36200,,,,Yes,No,No,None,Surface,Full Removal
Eni Hewett Limited,48/29A-FTP Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,1968,,,,Yes,No,No,None,Surface,Full Removal
Eni Hewett Limited,48/29A-P Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,2903,,,,Yes,No,No,None,Surface,Full Removal
Eni Hewett Limited,48/29A-Q Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,1551,,,,Yes,No,No,None,Surface,Full Removal
Eni Hewett Limited,48/29B Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,2221,,,,Yes,No,No,None,Surface,Full Removal
Eni Hewett Limited,48/29C Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,2164,,,,Yes,No,No,None,Surface,Full Removal
Eni Hewett Limited,52/5A Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,2414,,,,Yes,No,No,None,Surface,Full Removal
TAQA Bratani Limited,Tern Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,22173,,,,Yes,No,No,None,Surface,Full Removal
TAQA Bratani Limited,North Cormorant Platform Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,16177.74,,,,Yes,No,No,None,Surface,Full Removal
Chrysaor Production (U.K.) Limited,LOGGS PR Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,2499,,,,Yes,No,No,None,Surface,Full Removal
Chrysaor Production (U.K.) Limited,LOGGS PC Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,4752,,,,Yes,No,No,None,Surface,Full Removal
Chrysaor Production (U.K.) Limited,LOGGS PP Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,3950,,,,Yes,No,No,None,Surface,Full Removal
Chrysaor Production (U.K.) Limited,LOGGS PA Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,2418,,,,Yes,No,No,None,Surface,Full Removal
Chrysaor Production (U.K.) Limited,North Valiant PD Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,602,,,,Yes,No,No,None,Surface,Full Removal
Repsol Sinopec Resources UK Limited,Fulmar AD Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,23583,,,,Yes,No,No,None,Surface,Full Removal
Repsol Sinopec Resources UK Limited,Fulmar Bridge Link,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,220,,,,Yes,No,No,None,Surface,Full Removal
Repsol Sinopec Resources UK Limited,Fulmar AD Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,282,,,,Yes,No,No,None,Surface,Full Removal
Alpha Petroleum Resources Limited,Wenlock Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,435,,,,Yes,No,No,None,Surface,Full Removal
TAQA Bratani Limited,Cormorant Alpha Topside,Topside,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,25546.45,,,,Yes,No,No,None,Surface,Full Removal
Shell U.K. Limited,Kingfisher Wellhead 1,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,18.9,96.968,,,Yes,No,No,None,Seabed Laid,Full Removal
Shell U.K. Limited,Kingfisher Wellhead 2,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,18.9,96.968,,,Yes,No,No,None,Seabed Laid,Full Removal
Shell U.K. Limited,Kingfisher Wellhead 3,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,18.9,96.968,,,Yes,No,No,None,Seabed Laid,Full Removal
Shell U.K. Limited,Kingfisher Wellhead 4,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,18.9,96.968,,,Yes,No,No,None,Seabed Laid,Full Removal
Shell U.K. Limited,Kingfisher Wellhead 5,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,19.4,107.916,,,Yes,No,No,None,Seabed Laid,Full Removal
Shell U.K. Limited,Kingfisher Wellhead 6,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,194,107.916,,,Yes,No,No,None,Seabed Laid,Full Removal
EnQuest Heather Limited,EnQuest Producer Wellhead 1,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,55.9,542.432,,,Yes,No,No,None,Seabed Laid,Full Removal
EnQuest Heather Limited,EnQuest Producer Wellhead 2,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,55.9,542.432,,,Yes,No,No,None,Seabed Laid,Full Removal
EnQuest Heather Limited,EnQuest Producer Wellhead 3,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,55.9,542.432,,,Yes,No,No,None,Seabed Laid,Full Removal
EnQuest Heather Limited,EnQuest Producer Wellhead 4,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,55.9,542.432,,,Yes,No,No,None,Seabed Laid,Full Removal
EnQuest Heather Limited,EnQuest Producer Wellhead 5,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,55.9,542.432,,,Yes,No,No,None,Seabed Laid,Full Removal
EnQuest Heather Limited,EnQuest Producer Wellhead 6,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,55.9,542.432,,,Yes,No,No,None,Seabed Laid,Full Removal
EnQuest Heather Limited,EnQuest Producer Wellhead 7,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,55.9,542.432,,,Yes,No,No,None,Seabed Laid,Full Removal
Chrysaor Production (U.K.) Limited,MacCulloch Wellhead,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,225,,,,Yes,No,No,None,Seabed Laid,Full Removal
Neptune E&P UKCS Limited,Minke Wellhead,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,26.75,320,,,Yes,No,No,None,Seabed Laid,Full Removal
DNO North Sea (ROGB) Limited,Schooner Wellhead,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,30,,,,Yes,No,No,None,Seabed Laid,Full Removal
Neptune E&P UKCS Limited,Juliet Wellhead 1,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,34.9,567,,,Yes,No,No,None,Seabed Laid,Full Removal
Neptune E&P UKCS Limited,Juliet Wellhead 2,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,34.9,567,,,Yes,No,No,None,Seabed Laid,Full Removal
Apache Beryl Limited,N11 Well Head,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,21.5,251.853,,,Yes,No,No,None,Seabed Laid,Full Removal
Shell U.K. Limited,Curlew Bravo Wellhead,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,49,108.24,,,Yes,No,No,None,Seabed Laid,Full Removal
Shell U.K. Limited,Curlew Delta Wellhead 1,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,49,108.24,,,Yes,No,No,None,Seabed Laid,Full Removal
Shell U.K. Limited,Curlew Delta Wellhead 2,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,49,108.24,,,Yes,No,No,None,Seabed Laid,Full Removal
Shell U.K. Limited,Curlew Delta Wellhead 3,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,49,108.24,,,Yes,No,No,None,Seabed Laid,Full Removal
Shell U.K. Limited,Curlew Delta Wellhead 4,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,49,108.24,,,Yes,No,No,None,Seabed Laid,Full Removal
Shell U.K. Limited,Curlew Charlie Wellhead,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,6.2,269.08,,,Yes,No,No,None,Seabed Laid,Full Removal
ConocoPhillips (U.K.) Limited,Vixen VM Wellhead,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,46.6,,,,Yes,No,No,None,Seabed Laid,Full Removal
ConocoPhillips (U.K.) Limited,Viking Wellhead,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,18.5,,,,Yes,No,No,None,Seabed Laid,Full Removal
Spirit Energy North Sea Limited,Bains Wellhead,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,75.4,,,,Yes,No,No,None,Seabed Laid,Full Removal
Ithaca Energy (UK) Limited,Jacky Well Head,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,87.56,239.2,,,Yes,No,No,None,Seabed Laid,Full Removal
Premier Oil E&P UK Limited,Stirling A33 Well Head,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,83,3985.35,,,Yes,No,No,None,Seabed Laid,Full Removal
Spirit Energy North Sea Limited,Ann Well Head,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,13.2,18.76,,,Yes,No,No,None,Seabed Laid,Full Removal
Spirit Energy North Sea Limited,Alison Well Head,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,13.2,19.343,,,Yes,No,No,None,Seabed Laid,Full Removal
Spirit Energy North Sea Limited,Saturn Well Head,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,33.7,,,,Yes,No,No,None,Seabed Laid,Full Removal
Spirit Energy North Sea Limited,Audrey Well Head,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,49.5,,,,Yes,No,No,None,Seabed Laid,Full Removal
Fairfield Betula Limited,Osprey Well Head 1,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,25,160,,,Yes,No,No,None,Seabed Laid,Full Removal
Fairfield Betula Limited,Osprey Well Head 2,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,29.5,320,,,Yes,No,No,None,Seabed Laid,Full Removal
Fairfield Betula Limited,Osprey Well Head 3,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,13.2,168,,,Yes,No,No,None,Seabed Laid,Full Removal
Fairfield Betula Limited,Osprey Well Head 4,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,11.6,168,,,Yes,No,No,None,Seabed Laid,Full Removal
Fairfield Betula Limited,Merlin Well Head 1,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,49.5,,,,Yes,No,No,None,Seabed Laid,Full Removal
Fairfield Betula Limited,Merlin Well Head 2,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,49.5,,,,Yes,No,No,None,Seabed Laid,Full Removal
Fairfield Betula Limited,Merlin Well Head 3,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,63.8,,,,Yes,No,No,None,Seabed Laid,Full Removal
Fairfield Betula Limited,Merlin Well Head 4,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,49.5,,,,Yes,No,No,None,Seabed Laid,Full Removal
Spirit Energy North Sea Limited,Ann A4 Well Head,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,33.7,,,,Yes,No,No,None,Seabed Laid,Full Removal
Maersk Oil UK Limited,Janice Well Head 1,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,5,156.025,,,Yes,No,No,None,Seabed Laid,Full Removal
Maersk Oil UK Limited,Janice Well Head 2,Well Head Protection Structure,Full Removal,Full Removal,Full Removal,Full Removal,Leave In-Situ,5,156.025,,,Yes,No,No,None,Seabed Laid,Full Removal
