Company Name,Structure,Type,Technical,Safety,Environmental,Societal,Cost,Weight,Size,Diameter,Length ,Metal,Plastic,Concrete,Residues,Position,Decision
ConocoPhillips (U.K.) Limited,PL1095,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,12,5.1,Yes,No,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
Fairfield Fagus Limited,PL733,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,2.871,Yes,No,No,Hydrocarbon,Seabed Laid,Partial Removal
Fairfield Fagus Limited,PL734,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,2.871,Yes,No,No,Hydrocarbon,Seabed Laid,Partial Removal
Fairfield Fagus Limited,PL733,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,3.239,Yes,No,No,Hydrocarbon,Seabed Laid,Partial Removal
Fairfield Fagus Limited,PL734,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,3.241,Yes,No,No,Hydrocarbon,Seabed Laid,Partial Removal
Fairfield Fagus Limited,PL734,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,0.09,Yes,No,No,Hydrocarbon,Seabed Laid,Partial Removal
Fairfield Fagus Limited,PL733,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,0.09,Yes,No,No,Hydrocarbon,Seabed Laid,Partial Removal
Fairfield Fagus Limited,PL2852,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,0.055,Yes,No,No,Hydrocarbon,Seabed Laid,Partial Removal
Fairfield Fagus Limited,PL2852,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,10.265,Yes,No,No,Hydrocarbon,Trenched and Burried,Partial Removal
Fairfield Fagus Limited,PL2852,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,0.048,Yes,No,No,Hydrocarbon,Seabed Laid,Partial Removal
Fairfield Fagus Limited,PL2852,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,0.0065,Yes,No,No,Hydrocarbon,Seabed Laid,Partial Removal
Fairfield Fagus Limited,PL2852,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,0.127,Yes,No,No,Hydrocarbon,Seabed Laid,Partial Removal
Fairfield Fagus Limited,PL2852,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,0.004,Yes,No,No,Hydrocarbon,Seabed Laid,Partial Removal
Fairfield Fagus Limited,PL2852,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,0.186,Yes,No,No,Hydrocarbon,Seabed Laid,Partial Removal
Maersk Oil UK Limited,PL1631,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,14,0.06,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
Maersk Oil UK Limited,PL1632,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,10,0.2,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
Maersk Oil UK Limited,PL2434,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.003,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
Maersk Oil UK Limited,PL2672,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.01,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
Maersk Oil UK Limited,PL2672,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.002,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
Maersk Oil UK Limited,PL2057,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.005,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
Maersk Oil UK Limited,PL2057,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.003,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
Maersk Oil UK Limited,PL2057J1,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.01,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
Maersk Oil UK Limited,PL2057J1,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.003,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
Maersk Oil UK Limited,PL2418,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.005,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
Maersk Oil UK Limited,PL2418J1,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.004,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
Maersk Oil UK Limited,PL2409,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,0.047,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
Maersk Oil UK Limited,PL2409,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,12,28.2,Yes,No,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
Maersk Oil UK Limited,PL2409,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,0.03,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
Maersk Oil UK Limited,PL2409,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,0.007,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
Tullow Oil SK Limited,PL2080,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,10,20.6,Yes,No,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
Perenco UK Limited,PL1059.1-2,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,0.1,Yes,No,No,Hydrocarbon,Seabed Laid,Leave In-Situ
Perenco UK Limited,PL2047,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,12,29.2,Yes,No,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
Perenco UK Limited,PL2047/JP1,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,0.07,Yes,No,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
CNR International (U.K.) Limited,PL165,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.6,Yes,No,No,Hydrocarbon,Seabed Laid,Partial Removal
Shell U.K. Limited,PL80,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,20,3.88,Yes,No,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
Shell U.K. Limited,PL81,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,24,9.14,Yes,No,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
Shell U.K. Limited,PL82,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,16,3.22,Yes,No,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
Shell U.K. Limited,PL302,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,12.75,3.35,Yes,No,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
Shell U.K. Limited,PL402,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,10.75,2.4,Yes,No,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
Premier Oil E&P UK Limited,PL2805,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8.63,11.99,Yes,No,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
Premier Oil E&P UK Limited,PL2806JP1,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6.62,0.0635,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
Premier Oil E&P UK Limited,PL2806JP2,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6.62,0.0635,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
Premier Oil E&P UK Limited,PL2806JP3,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6.62,0.0635,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
Premier Oil E&P UK Limited,PL2806JP4,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6.62,0.0635,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
Premier Oil E&P UK Limited,PL2807JP1,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2.37,0.0641,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
Premier Oil E&P UK Limited,PL2807JP2,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2.37,0.0657,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
Premier Oil E&P UK Limited,PL2807JP3,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2.37,0.0668,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
Premier Oil E&P UK Limited,PL2807JP4,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2.37,0.0673,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
Chrysaor Production (U.K.) Limited,PL454,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,36,118.499,Yes,No,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
Chrysaor Production (U.K.) Limited,PL947,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,12,53,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
Premier Oil E&P UK Limited,PL638,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6.675,7.921,Yes,No,No,Hydrocarbon,Trenched and Burried,Full Removal
Premier Oil E&P UK Limited,PL639,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8.8774,6.9435,Yes,No,No,Hydrocarbon,Trenched and Burried,Full Removal
Premier Oil E&P UK Limited,PL2350,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,9.576,Yes,No,No,Hydrocarbon,Trenched and Burried,Full Removal
Premier Oil E&P UK Limited,PL2351,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3,9.583,Yes,No,No,Hydrocarbon,Trenched and Burried,Full Removal
Premier Oil E&P UK Limited,PL2329,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,10.75,9.272,Yes,No,No,Hydrocarbon,Trenched and Burried,Full Removal
Premier Oil E&P UK Limited,PL2330,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6.6,9.272,Yes,No,No,Hydrocarbon,Trenched and Burried,Full Removal
Premier Oil E&P UK Limited,PL218,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,14,14.46,Yes,No,No,Hydrocarbon,Trenched and Burried,Full Removal
Premier Oil E&P UK Limited,PL219,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2.375,1.297,Yes,No,No,Hydrocarbon,Trenched and Burried,Full Removal
Premier Oil E&P UK Limited,PL220,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4.5,1.302,Yes,No,No,Hydrocarbon,Trenched and Burried,Full Removal
Premier Oil E&P UK Limited,PL221,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2.375,5.045,Yes,No,No,Hydrocarbon,Trenched and Burried,Full Removal
Premier Oil E&P UK Limited,PL222,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4.5,5.059,Yes,No,No,Hydrocarbon,Trenched and Burried,Full Removal
Premier Oil E&P UK Limited,PL223,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2.375,1.693,Yes,No,No,Hydrocarbon,Trenched and Burried,Full Removal
Premier Oil E&P UK Limited,PL2245,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4.5,1.698,Yes,No,No,Hydrocarbon,Trenched and Burried,Full Removal
Premier Oil E&P UK Limited,PL2565,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6.626,3.917,Yes,No,No,Hydrocarbon,Trenched and Burried,Full Removal
Repsol Sinopec Resources UK Limited,PL1316,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4.5,1.4739,Yes,No,No,Hydrocarbon,Seabed Laid,Leave In-Situ
Repsol Sinopec Resources UK Limited,PL2651,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,10.813,Yes,No,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
Premier Oil E&P UK Limited,PL3005,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8.63,8.20698,Yes,No,No,Hydrocarbon,Trenched and Burried,Partial Removal
Premier Oil E&P UK Limited,PL2528,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,14.1,Yes,No,No,Hydrocarbon,Trenched and Burried,Partial Removal
EnQuest Heather Limited,PL2578,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,5.086,Yes,No,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
EnQuest Heather Limited,PL2579.6,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3,8.086,Yes,No,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
EnQuest Heather Limited,PL2579.7,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3,0.045,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
EnQuest Heather Limited,PL2579.8,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3,10.089,Yes,No,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
EnQuest Heather Limited,PL2579.9,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3,0.03,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
EnQuest Heather Limited,PL2579.10,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3,0.007,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
EnQuest Heather Limited,PL2573,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3,0.04,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
EnQuest Heather Limited,PL2578.3,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,0.05,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
EnQuest Heather Limited,PL2578.4,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,5.086,Yes,No,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
EnQuest Heather Limited,PL2579.2-5,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3,0.053,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
EnQuest Heather Limited,PL2579.6,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3,5.086,Yes,No,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
EnQuest Heather Limited,PL2579.7,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3,0.045,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
EnQuest Heather Limited,PL2579.8,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3,10.089,Yes,No,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
EnQuest Heather Limited,PL2579.9,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3,0.03,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
EnQuest Heather Limited,PL2579.10,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3,0.007,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
EnQuest Heather Limited,PL2572.28,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,4.027,Yes,No,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
EnQuest Heather Limited,PL2572.29,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,0.066,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
EnQuest Heather Limited,PL2572.30,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,0.007,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
EnQuest Heather Limited,PL2573.2-5,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3,0.073,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
EnQuest Heather Limited,PL2573.6,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3,4.027,Yes,No,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
EnQuest Heather Limited,PL2573.7-33,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3,0.35,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
EnQuest Heather Limited,PL2583.18,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,2.3,Yes,No,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
EnQuest Heather Limited,PL2583.19,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,0.045,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
EnQuest Heather Limited,PL2584.3-4,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3,0.044,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
EnQuest Heather Limited,PL2584.5,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3,2.3,Yes,No,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
EnQuest Heather Limited,PL2584.6-22,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,3,0.145,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
NEO Energy (SNS) Limited,PL2526,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,3.8,Yes,No,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
Alpha Petroleum Resources Limited,PL2355,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,36.316,Yes,No,No,Hydrocarbon,Trenched and Burried,Partial Removal
CNR International (U.K.) Limited,PL1546(J)B5,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,0.02,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
CNR International (U.K.) Limited,PL2053,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.039,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
CNR International (U.K.) Limited,PL2054,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,6,0.029,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
CNR International (U.K.) Limited,PL2055,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,10,0.029,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
CNR International (U.K.) Limited,PL2056,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,10,0.036,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
CNR International (U.K.) Limited,PL1660A,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,0.4,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
CNR International (U.K.) Limited,PL1797,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,8,3.37,Yes,No,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
CNR International (U.K.) Limited,PL1798,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,12,16.975,Yes,No,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
CNR International (U.K.) Limited,PL1798A,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,12,0.115,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
CNR International (U.K.) Limited,PL2387,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,10.252,Yes,No,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
CNR International (U.K.) Limited,PL2387JK13,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.06,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
CNR International (U.K.) Limited,PL2387JK14a,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.058,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
CNR International (U.K.) Limited,PL2388,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,4,3.289,Yes,No,No,Hydrocarbon,Trenched and Burried,Leave In-Situ
CNR International (U.K.) Limited,PL2388JK12z,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.051,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
CNR International (U.K.) Limited,PL2388JK15,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,2,0.04,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
CNR International (U.K.) Limited,PL5073,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,12,0.07,Yes,No,No,Hydrocarbon,Seabed Laid,Full Removal
Premier Oil E&P UK Limited,PL2137,Pipeline,Full Removal,Partial Removal,Full Removal,Full Removal,Leave In-Situ,,,10.68,8.201,No,Yes,No,Hydrocarbon,Trenched and Burried,Partial Removal
Shell U.K. Limited,Brent Bravo Storage Cells,Crude Oil Storage Tanks,Leave In-Situ,Leave In-Situ,Full Removal,Full Removal,Leave In-Situ,4806,17280,,,No,No,Yes,Hydrocarbon,Seabed Laid,Leave In-Situ
Shell U.K. Limited,Brent Charlie Storage Cells,Crude Oil Storage Tanks,Leave In-Situ,Leave In-Situ,Full Removal,Full Removal,Leave In-Situ,1678,5408,,,No,No,Yes,Hydrocarbon,Seabed Laid,Leave In-Situ
Shell U.K. Limited,Brent Delta Storage Cells,Crude Oil Storage Tanks,Leave In-Situ,Leave In-Situ,Full Removal,Full Removal,Leave In-Situ,4806,17280,,,No,No,Yes,Hydrocarbon,Seabed Laid,Leave In-Situ
Fairfield Fagus Limited,Dunlin Alpha Platform Jacket,Jacket,Leave In-Situ,Leave In-Situ,Full Removal,Full Removal,Leave In-Situ,342000,,,,No,No,Yes,Hydrocarbon,Surface,Leave In-Situ
Shell U.K. Limited,Brent Bravo Platform Jacket,Jacket,Leave In-Situ,Leave In-Situ,Leave In-Situ,Leave In-Situ,Leave In-Situ,640717,1426308,,,No,No,Yes,Hydrocarbon,Surface,Leave In-Situ
Shell U.K. Limited,Brent Charlie Platform Jacket,Jacket,Leave In-Situ,Leave In-Situ,Leave In-Situ,Leave In-Situ,Leave In-Situ,296880,1233040.9,,,No,No,Yes,Hydrocarbon,Surface,Leave In-Situ
Shell U.K. Limited,Brent Delta Platform Jacket,Jacket,Leave In-Situ,Leave In-Situ,Leave In-Situ,Leave In-Situ,Leave In-Situ,325418,1443256,,,No,No,Yes,Hydrocarbon,Surface,Leave In-Situ
Shell U.K. Limited,Kingfisher Drill Cuttings,Drill Cuttings,Full Removal,Full Removal,Leave In-Situ,Full Removal,Leave In-Situ,,1508,,,No,No,No,Hydrocarbon,Seabed Laid,Leave In-Situ
Repsol Sinopec Resources UK Limited,Buchan Drill Cuttings,Drill Cuttings,Full Removal,Full Removal,Leave In-Situ,Full Removal,Leave In-Situ,,828,,,No,No,No,Hydrocarbon,Seabed Laid,Leave In-Situ
Fairfield Fagus Limited,Dunlin Drill Cuttings,Drill Cuttings,Full Removal,Full Removal,Leave In-Situ,Full Removal,Leave In-Situ,,19555,,,No,No,No,Hydrocarbon,Seabed Laid,Leave In-Situ
CNR International (U.K.) Limited.,Ninian Northern Drill Cuttings,Drill Cuttings,Full Removal,Full Removal,Leave In-Situ,Full Removal,Leave In-Situ,,33144,,,No,No,No,Hydrocarbon,Seabed Laid,Leave In-Situ
Shell U.K. Limited,Curlew D Drill Cuttings,Drill Cuttings,Full Removal,Full Removal,Leave In-Situ,Full Removal,Leave In-Situ,,671,,,No,No,No,Hydrocarbon,Seabed Laid,Leave In-Situ
Fairfield Fagus Limited,Osprey Drill Cuttings,Drill Cuttings,Full Removal,Full Removal,Leave In-Situ,Full Removal,Leave In-Situ,,3052,,,No,No,No,Hydrocarbon,Seabed Laid,Leave In-Situ
Fairfield Fagus Limited,Merlin Drill Cuttings,Drill Cuttings,Full Removal,Full Removal,Leave In-Situ,Full Removal,Leave In-Situ,,738,,,No,No,No,Hydrocarbon,Seabed Laid,Leave In-Situ
Ithaca Energy (UK) Limited,Athena Drill Cuttings,Drill Cuttings,Full Removal,Full Removal,Leave In-Situ,Full Removal,Leave In-Situ,,1650,,,No,No,No,Hydrocarbon,Seabed Laid,Leave In-Situ
CNR International (U.K.) Limited.,Murchison Drill Cuttings,Drill Cuttings,Full Removal,Full Removal,Leave In-Situ,Full Removal,Leave In-Situ,,22545,,,No,No,No,Hydrocarbon,Seabed Laid,Leave In-Situ
Endeavour Energy UK Limited,Rubie Drill Cuttings,Drill Cuttings,Full Removal,Full Removal,Leave In-Situ,Full Removal,Leave In-Situ,,1432,,,No,No,No,Hydrocarbon,Seabed Laid,Leave In-Situ
BP Exploration (Alpha) Limited,Miller Drill Cutting,Drill Cuttings,Full Removal,Full Removal,Leave In-Situ,Full Removal,Leave In-Situ,,9535,,,No,No,No,Hydrocarbon,Seabed Laid,Leave In-Situ
BP Exploration (Alpha) Limited,North-West Hutton Drill Cuttings,Drill Cuttings,Full Removal,Full Removal,Leave In-Situ,Full Removal,Leave In-Situ,,30000,,,No,No,No,Hydrocarbon,Seabed Laid,Leave In-Situ
RockRose UKCS8 LLC,East Brae Drill Cuttings,Drill Cuttings,Full Removal,Full Removal,Leave In-Situ,Full Removal,Leave In-Situ,,12300,,,No,No,No,Hydrocarbon,Seabed Laid,Leave In-Situ
Marathon Oil UK LLC,Brae Drill Cuttings,Drill Cuttings,Full Removal,Full Removal,Leave In-Situ,Full Removal,Leave In-Situ,,53000,,,No,No,No,Hydrocarbon,Seabed Laid,Leave In-Situ
Shell U.K. Limited,Brent Drill Cuttings,Drill Cuttings,Full Removal,Full Removal,Leave In-Situ,Full Removal,Leave In-Situ,,62162,,,No,No,No,Hydrocarbon,Seabed Laid,Leave In-Situ
Premier Oil E&P UK Limited,Balmoral Drill Cuttings,Drill Cuttings,Full Removal,Full Removal,Leave In-Situ,Full Removal,Leave In-Situ,,1608,,,No,No,No,Hydrocarbon,Seabed Laid,Leave In-Situ
